district,crop,soil_type,N,P,K,ph,temperature,humidity,rainfall,label
Palakkad,Sugarcane,loamy,94.0,56.0,73.0,6.362995310106443,31.470810877171825,65.59373535307856,249.9917521164515,Sugarcane
Palakkad,Sugarcane,loamy,102.0,58.0,60.0,6.859073022001147,32.00033309753654,68.13336794357355,202.9580270744508,Sugarcane
Palakkad,Sugarcane,loamy,86.0,56.0,55.0,6.581239240413613,27.233010792976888,81.76334341502739,276.0465526513543,Sugarcane
Palakkad,Sugarcane,loamy,87.0,49.0,48.0,6.121774984038191,27.19651670441612,73.98808636874759,282.410080293938,Sugarcane
Palakkad,Sugarcane,loamy,86.0,44.0,56.0,6.312951991658846,28.26513820554409,74.3087046241583,298.43696215896097,Sugarcane
Palakkad,Sugarcane,loamy,112.0,49.0,62.0,6.31444817629444,28.92414670529184,65.46007538443179,240.039897362648,Sugarcane
Palakkad,Sugarcane,loamy,86.0,40.0,50.0,6.894685952158392,27.670271920065733,82.25486778227267,280.0303799018933,Sugarcane
Palakkad,Sugarcane,loamy,89.0,48.0,63.0,6.164920025858283,28.958551615775708,73.84833618224295,267.92042509116607,Sugarcane
Palakkad,Sugarcane,loamy,92.0,50.0,62.0,6.973711357969392,31.22129428868865,74.52430982271726,284.6895989955767,Sugarcane
Palakkad,Sugarcane,loamy,98.0,43.0,55.0,6.895706535596443,30.966445878195728,67.14697767516358,218.57727008617823,Sugarcane
Palakkad,Sugarcane,loamy,96.0,42.0,51.0,6.763203901199385,29.129081720218824,67.59340994952171,229.93001692988585,Sugarcane
Palakkad,Sugarcane,loamy,97.0,40.0,56.0,6.971168641808407,28.87991651040145,75.35435197320933,214.35184478456856,Sugarcane
Palakkad,Sugarcane,loamy,88.0,52.0,47.0,6.161633867216598,27.427275023132346,75.09133867560745,242.9168452088083,Sugarcane
Palakkad,Sugarcane,loamy,89.0,58.0,73.0,6.4320972375241965,29.27159211838521,77.92039729176999,225.494745435984,Sugarcane
Palakkad,Sugarcane,loamy,87.0,57.0,54.0,6.95570249244961,31.69900693215635,80.22577666542702,242.8331955315512,Sugarcane
Palakkad,Sugarcane,loamy,96.0,58.0,67.0,6.260948542106285,32.20473494141599,77.97316598696865,262.2528517051259,Sugarcane
Palakkad,Sugarcane,loamy,106.0,45.0,53.0,6.600366447972312,31.51914751403275,68.30145612406824,202.60386199828824,Sugarcane
Palakkad,Sugarcane,loamy,112.0,42.0,70.0,6.600872378451689,27.18527101777604,76.80094916039158,228.6250638461046,Sugarcane
Palakkad,Sugarcane,loamy,101.0,55.0,61.0,6.637052554680797,29.290925231083943,84.70485570188286,214.09094953993835,Sugarcane
Palakkad,Sugarcane,loamy,97.0,50.0,57.0,6.991720535148021,32.36139865573677,65.36518477344411,241.09550241497112,Sugarcane
Palakkad,Sugarcane,loamy,103.0,49.0,67.0,6.0168429265064285,27.21934699452405,84.20688977779157,209.5603003126716,Sugarcane
Palakkad,Sugarcane,loamy,115.0,43.0,50.0,6.5402237855745184,29.351242681632968,84.69665857543133,222.52989968937823,Sugarcane
Palakkad,Sugarcane,loamy,107.0,40.0,51.0,6.469072470151394,30.27324694970241,66.09788900909011,232.66004017584424,Sugarcane
Palakkad,Sugarcane,loamy,91.0,54.0,48.0,6.15334536562743,28.454787952999038,71.29922375241652,268.7438229717874,Sugarcane
Palakkad,Sugarcane,loamy,93.0,54.0,57.0,6.006649109783661,30.892420392553,75.4227088722226,208.46983286802072,Sugarcane
Palakkad,Sugarcane,loamy,97.0,60.0,45.0,6.261074151461163,29.72452668881335,78.43099368530495,200.84000551624467,Sugarcane
Palakkad,Sugarcane,loamy,85.0,58.0,75.0,6.251361434208366,29.405949850785227,76.26340230445301,254.4683636463476,Sugarcane
Palakkad,Sugarcane,loamy,100.0,50.0,49.0,6.057364877876584,30.67561541372792,76.23527459743549,200.28533939989,Sugarcane
Palakkad,Sugarcane,loamy,112.0,58.0,45.0,6.514800954465378,29.216464391919743,68.91355556201428,293.5606272357985,Sugarcane
Palakkad,Sugarcane,loamy,97.0,56.0,51.0,6.730702790610166,27.70862336286359,73.23404778513631,257.9619691720368,Sugarcane
Palakkad,Sugarcane,loamy,96.0,60.0,47.0,6.017587657771706,28.71046660084331,68.61193209916307,251.8282345448268,Sugarcane
Palakkad,Sugarcane,loamy,92.0,59.0,59.0,6.790817502697046,29.96016581720107,80.9600289936536,228.31697223910217,Sugarcane
Palakkad,Sugarcane,loamy,100.0,52.0,47.0,6.704495474844005,27.319335831782148,77.5983446908145,203.7578413195327,Sugarcane
Palakkad,Sugarcane,loamy,108.0,55.0,63.0,6.9313049635249575,27.668769887333166,78.33868896225256,240.95076137586275,Sugarcane
Palakkad,Sugarcane,loamy,106.0,40.0,72.0,6.1858160503254185,28.223743520698445,66.96712891859744,264.5139624315758,Sugarcane
Palakkad,Sugarcane,loamy,91.0,51.0,63.0,6.871817598516451,28.06436540688293,75.80543140161535,237.4670067787657,Sugarcane
Palakkad,Sugarcane,loamy,97.0,48.0,73.0,6.114626640169758,29.484064150860767,69.19493616441548,209.72334764797205,Sugarcane
Palakkad,Sugarcane,loamy,94.0,40.0,73.0,6.761785580051098,28.624655372215816,77.41625098804874,263.4403600286021,Sugarcane
Palakkad,Sugarcane,loamy,94.0,41.0,53.0,6.449472229083391,28.89968845096203,72.75097896434177,279.21177074914715,Sugarcane
Palakkad,Sugarcane,loamy,107.0,43.0,66.0,6.551373389091716,32.86529689332936,83.09209593113314,265.1375339110596,Sugarcane
Palakkad,Sugarcane,loamy,96.0,54.0,75.0,6.406227405233247,27.65102065305254,68.15528947455087,222.6633756373851,Sugarcane
Palakkad,Sugarcane,loamy,88.0,48.0,51.0,6.771026835392054,30.663218594272983,76.07058403207773,260.70072623861233,Sugarcane
Palakkad,Sugarcane,loamy,99.0,56.0,67.0,6.358963154244847,28.99113649633088,82.45431760504277,250.6328260174636,Sugarcane
Palakkad,Sugarcane,loamy,113.0,41.0,48.0,6.967320243250138,31.345954604555835,71.35562465753328,297.4932236536047,Sugarcane
Palakkad,Sugarcane,loamy,115.0,40.0,74.0,6.647936228627815,27.85673357210223,73.4470799639837,214.6977519570449,Sugarcane
Palakkad,Sugarcane,loamy,96.0,51.0,70.0,6.205682265471632,28.60723292401765,75.88877896447865,258.27379856299785,Sugarcane
Palakkad,Sugarcane,loamy,100.0,60.0,57.0,6.536262759454536,32.80792632447249,76.30418406403051,258.3660790614612,Sugarcane
Palakkad,Sugarcane,loamy,107.0,57.0,47.0,6.604930781101362,31.82954454865141,72.14751183139552,270.86966334268146,Sugarcane
Palakkad,Sugarcane,loamy,105.0,48.0,59.0,6.222220544439981,28.133701886398107,73.85612194331242,207.71440628326047,Sugarcane
Palakkad,Sugarcane,loamy,112.0,45.0,45.0,6.49575865121574,30.243112021700924,75.89131741819958,292.2631837298738,Sugarcane
Palakkad,Sugarcane,loamy,111.0,52.0,49.0,6.787480760445905,31.515369271097715,83.02076584597049,255.86146767280715,Sugarcane
Palakkad,Sugarcane,loamy,108.0,52.0,46.0,6.534115810989589,32.73752965660134,77.65177516595219,253.07895506637828,Sugarcane
Malappuram,Coconut,laterite,43.0,26.0,41.0,5.908996345604333,27.267332487949197,77.06522404358729,179.97663838686324,Coconut
Malappuram,Coconut,laterite,38.0,29.0,48.0,6.257939366575704,27.45683349198453,76.21629703695662,159.11979497262962,Coconut
Malappuram,Coconut,laterite,40.0,19.0,47.0,5.782291535394867,26.87639756128666,89.55432569894485,187.5125531200448,Coconut
Malappuram,Coconut,laterite,33.0,15.0,48.0,6.029162164981489,24.51664066556542,84.23957688510595,183.79914066765025,Coconut
Malappuram,Coconut,laterite,36.0,21.0,34.0,6.49955129647739,26.59377855381232,83.30543808493856,150.46101508789394,Coconut
Malappuram,Coconut,laterite,47.0,26.0,51.0,5.533553341551769,26.15061865570817,70.86718302611436,209.40324163484672,Coconut
Malappuram,Coconut,laterite,44.0,17.0,52.0,5.6688678383792,24.70924870678349,70.85116878919672,190.1176952945212,Coconut
Malappuram,Coconut,laterite,36.0,29.0,33.0,6.087714950014727,27.12062675174617,89.98835293208744,227.4513442091883,Coconut
Malappuram,Coconut,laterite,34.0,23.0,51.0,5.560424061442524,24.55496889059093,85.53034052954051,234.5597410121307,Coconut
Malappuram,Coconut,laterite,40.0,10.0,37.0,5.9892176794480205,28.471986864694625,74.21450601914535,225.1563034154016,Coconut
Malappuram,Coconut,laterite,27.0,21.0,25.0,5.878426980614347,29.06519282555278,85.87808880068036,207.65617576173625,Coconut
Malappuram,Coconut,laterite,36.0,18.0,49.0,6.416131810760498,24.20156073121508,76.53383429544598,196.72717376166315,Coconut
Malappuram,Coconut,laterite,49.0,20.0,47.0,5.645250656770238,27.046837617756893,88.61278332390535,210.99577618206777,Coconut
Malappuram,Coconut,laterite,49.0,26.0,27.0,6.274405786452651,26.32076486981748,70.05079947673045,232.75963472552075,Coconut
Malappuram,Coconut,laterite,28.0,17.0,26.0,5.730974336453385,24.03070255363739,85.18912872853001,221.16015049912787,Coconut
Malappuram,Coconut,laterite,32.0,23.0,51.0,5.59971729617448,28.937227700744867,88.65664745407412,235.83446870648535,Coconut
Malappuram,Coconut,laterite,42.0,25.0,36.0,6.491085306986042,26.744544832438766,79.09511411084684,243.3101230877085,Coconut
Malappuram,Coconut,laterite,47.0,13.0,54.0,5.934958630346205,26.583929502108692,71.85596442611076,181.02795164425964,Coconut
Malappuram,Coconut,laterite,38.0,30.0,35.0,6.172534604549843,27.87266317988133,75.41364541906977,233.13824635247423,Coconut
Malappuram,Coconut,laterite,41.0,29.0,51.0,6.412942064995399,26.948539220649703,72.74520197723649,193.90513975259577,Coconut
Malappuram,Coconut,laterite,30.0,22.0,43.0,5.691247188658144,25.411713605004326,74.82477568680928,169.36844883141012,Coconut
Malappuram,Coconut,laterite,53.0,29.0,53.0,6.288690086823449,28.465786392632324,84.861481600697,243.94844843120623,Coconut
Malappuram,Coconut,laterite,38.0,22.0,43.0,5.627096309551224,24.34994018257868,78.29097910151248,189.233751985324,Coconut
Malappuram,Coconut,laterite,39.0,20.0,25.0,6.3358579385615,28.90684655319984,74.27433611226475,177.7816214254631,Coconut
Malappuram,Coconut,laterite,33.0,18.0,51.0,6.11387103585032,27.92359288772174,78.7926965611394,210.3854167596141,Coconut
Malappuram,Coconut,laterite,35.0,16.0,38.0,5.897658313543541,27.76051272559691,85.13437933978493,247.7093541191309,Coconut
Malappuram,Coconut,laterite,49.0,12.0,26.0,6.122374881298821,27.48275508605108,88.4293553227161,214.07510392136868,Coconut
Malappuram,Coconut,laterite,41.0,11.0,32.0,6.364917566638268,27.34326488401948,86.15889815266866,187.36483605578837,Coconut
Malappuram,Coconut,laterite,27.0,16.0,45.0,6.067186709926099,24.822118781892385,79.57888881352741,223.64945509391143,Coconut
Malappuram,Coconut,laterite,49.0,18.0,39.0,6.346079581910142,25.996654772963502,80.90596927034984,175.81717509012518,Coconut
Malappuram,Coconut,laterite,31.0,17.0,33.0,5.854619397595267,24.540177795338025,85.03605833582766,151.58006188584153,Coconut
Malappuram,Coconut,laterite,28.0,30.0,54.0,5.547261657973979,28.5023193858494,81.04929854714995,158.65866308697278,Coconut
Malappuram,Coconut,laterite,43.0,15.0,40.0,6.3323986961867655,27.64145613957284,71.83514650341564,226.71783206057037,Coconut
Malappuram,Coconut,laterite,54.0,15.0,38.0,6.314004402689675,27.056934259956527,78.13442902615881,215.6464560371153,Coconut
Malappuram,Coconut,laterite,38.0,19.0,47.0,6.369047024945565,26.724927705703788,71.67185463970783,163.42007583682627,Coconut
Malappuram,Coconut,laterite,42.0,28.0,30.0,5.950413532478423,27.10286605491729,75.32032393044804,221.55033698050653,Coconut
Malappuram,Coconut,laterite,51.0,15.0,36.0,6.325290917487766,26.17988491535002,77.42355382057576,187.2893358869668,Coconut
Malappuram,Coconut,laterite,30.0,15.0,49.0,5.664257702580224,25.462010962224355,76.51136648065392,164.85444712718757,Coconut
Malappuram,Coconut,laterite,27.0,22.0,48.0,6.162188495885909,26.69840774523061,72.71385668689445,241.8275020570373,Coconut
Malappuram,Coconut,laterite,52.0,10.0,47.0,5.767700778753707,25.995712258124733,86.99683037743497,230.6939684489787,Coconut
Malappuram,Coconut,laterite,38.0,10.0,51.0,5.522088377074128,28.43933510094493,81.46702008505659,238.9244095400048,Coconut
Malappuram,Coconut,laterite,46.0,15.0,53.0,6.319481399250656,25.30166347638287,75.19013256441997,179.4707726798812,Coconut
Malappuram,Coconut,laterite,51.0,15.0,25.0,5.68680131642227,24.23931407473462,75.62720273051755,156.93238916768928,Coconut
Malappuram,Coconut,laterite,38.0,18.0,30.0,5.928098020549405,24.02570900595692,80.44893126099805,216.46411265259215,Coconut
Malappuram,Coconut,laterite,27.0,22.0,40.0,6.325390852558085,28.83118347534374,87.03345093687635,218.7682702931017,Coconut
Malappuram,Coconut,laterite,32.0,14.0,50.0,5.832303309518927,26.043386694343603,73.83175483906689,227.7282087495552,Coconut
Malappuram,Coconut,laterite,37.0,30.0,26.0,5.692646984003899,26.05711378738708,85.60773934559441,199.51982317823575,Coconut
Malappuram,Coconut,laterite,38.0,17.0,30.0,6.119471919576787,24.27291660453417,76.6279367565757,181.63005321913104,Coconut
Malappuram,Coconut,laterite,51.0,25.0,55.0,6.137220059150769,29.8953794722384,70.71881179786749,236.13777435824957,Coconut
Malappuram,Coconut,laterite,28.0,24.0,31.0,5.6597859936388,25.100502484864418,76.7005517025883,173.749708357255,Coconut
Malappuram,Coconut,laterite,36.0,28.0,33.0,5.969744615515635,28.67006914409057,88.18344502745227,190.84455213048383,Coconut
Malappuram,Coconut,laterite,47.0,10.0,45.0,5.903029472616628,26.981478074966013,77.57266866691504,162.4009349079878,Coconut
Malappuram,Coconut,laterite,30.0,13.0,55.0,6.26346818414635,24.7196620572886,72.0902669942915,248.1265402689666,Coconut
Malappuram,Coconut,laterite,35.0,12.0,47.0,5.719474326953386,27.14581840296469,73.93860178669378,225.90780355509887,Coconut
Malappuram,Coconut,laterite,49.0,15.0,52.0,5.539840333580367,24.521018147018527,72.9331758403454,216.2037382486645,Coconut
Malappuram,Coconut,laterite,27.0,26.0,43.0,6.135329232378324,29.105712006714747,88.48889706884549,228.6861052619417,Coconut
Malappuram,Coconut,laterite,40.0,13.0,39.0,6.21917572857306,24.439566810639278,71.83331507215581,154.14273035413308,Coconut
Malappuram,Coconut,laterite,50.0,27.0,42.0,6.419900744178306,26.179766712055837,82.6295454703927,230.7276214470665,Coconut
Malappuram,Coconut,laterite,37.0,17.0,52.0,5.568368765853603,26.98397995246282,89.99284317863182,187.2427291026565,Coconut
Malappuram,Coconut,laterite,29.0,16.0,45.0,5.579054810345399,25.102842329022813,70.9688808571343,190.3172736910041,Coconut
Malappuram,Coconut,laterite,33.0,17.0,32.0,5.773157322397149,24.661441078823884,85.7213126554619,170.61226423637183,Coconut
Malappuram,Coconut,laterite,28.0,14.0,52.0,5.703636209739943,27.07341042781308,88.95024314580222,150.789265435046,Coconut
Malappuram,Coconut,laterite,48.0,28.0,41.0,6.305535551638315,28.24487840634334,82.00275955096686,165.36987083385392,Coconut
Malappuram,Coconut,laterite,53.0,14.0,25.0,6.192460818951588,25.17657170121891,73.17082421461369,174.9442757321808,Coconut
Malappuram,Coconut,laterite,44.0,23.0,39.0,5.882325617496458,24.07584220937504,78.29764693716237,198.02249237843188,Coconut
Malappuram,Coconut,laterite,27.0,30.0,52.0,5.906453891176422,27.454268799148647,86.2933799642047,210.59977861643867,Coconut
Malappuram,Coconut,laterite,34.0,16.0,42.0,6.136660135687811,26.91643125611724,75.25728054804584,150.88918994532835,Coconut
Malappuram,Coconut,laterite,51.0,18.0,27.0,6.396153376995494,28.60521487318437,85.655449621132,226.72291796421237,Coconut
Malappuram,Coconut,laterite,48.0,24.0,55.0,6.244566471836194,27.20363537860446,72.26799926155324,246.1274835607028,Coconut
Malappuram,Coconut,laterite,36.0,27.0,43.0,5.994644714676072,26.89674080708282,79.3918778364085,170.24811244757245,Coconut
Malappuram,Coconut,laterite,52.0,14.0,34.0,6.000932873358208,25.591563694896298,79.21998048633058,170.3105666632635,Coconut
Malappuram,Coconut,laterite,52.0,11.0,29.0,6.388971146882927,24.60147335736607,87.30141625942395,196.00133028670652,Coconut
Malappuram,Coconut,laterite,42.0,21.0,32.0,6.349363965677711,24.71829831894853,75.1689338437081,169.68475300845347,Coconut
Malappuram,Coconut,laterite,55.0,29.0,26.0,5.666363012298409,26.232372721206914,76.05193987386586,231.46650210953024,Coconut
Malappuram,Coconut,laterite,35.0,29.0,50.0,5.6055723635028265,29.493533777251947,71.69483075289898,180.99494141960008,Coconut
Malappuram,Coconut,laterite,42.0,25.0,41.0,6.197611364539674,26.996064241379425,87.10133094833992,179.20610504764224,Coconut
Malappuram,Coconut,laterite,44.0,22.0,43.0,5.957331717385998,26.552154059793267,71.33581399541404,207.62641307570985,Coconut
Malappuram,Coconut,laterite,55.0,15.0,45.0,6.03666848261655,29.772001834573075,79.19434779330383,170.3746813540356,Coconut
Malappuram,Coconut,laterite,47.0,21.0,30.0,6.348264638755437,27.775722144575223,78.988257239079,227.81927286814977,Coconut
Malappuram,Coconut,laterite,40.0,19.0,45.0,6.293794547298994,29.165860187782183,81.76929409064012,235.2599146196212,Coconut
Malappuram,Coconut,laterite,53.0,13.0,36.0,6.213597683411197,28.36280219890321,72.0485283892874,200.4631912621528,Coconut
Malappuram,Coconut,laterite,45.0,13.0,36.0,5.942542698900646,29.52790052823965,88.56165421323195,154.51249053730976,Coconut
Malappuram,Coconut,laterite,49.0,11.0,26.0,5.683259919289259,29.87595182975254,87.85606186423985,236.94540654505988,Coconut
Malappuram,Coconut,laterite,47.0,23.0,32.0,5.964731361207222,25.96389944551773,81.44079449674321,200.17642259402885,Coconut
Malappuram,Coconut,laterite,40.0,11.0,43.0,5.654615593697131,28.429774735207992,89.94466285887114,205.96532255328583,Coconut
Malappuram,Coconut,laterite,52.0,28.0,55.0,5.985992002764283,27.71075449257577,80.94325415571738,188.25370062275675,Coconut
Malappuram,Coconut,laterite,30.0,21.0,53.0,5.833670459089575,29.307234032364786,70.53731495952718,232.62082931358492,Coconut
Malappuram,Coconut,laterite,42.0,21.0,26.0,6.066016462513443,24.78777388781699,73.05442052134283,209.75491014769307,Coconut
Malappuram,Coconut,laterite,40.0,17.0,52.0,6.099441538121043,27.47511671275599,73.48422776807085,226.6465412518121,Coconut
Malappuram,Coconut,laterite,38.0,14.0,26.0,5.6164640905355085,27.18344748339501,82.57496706200199,239.1660983731508,Coconut
Malappuram,Coconut,laterite,34.0,13.0,30.0,5.777941336205721,29.37800689536649,88.84040101199527,206.9354049860452,Coconut
Malappuram,Coconut,laterite,46.0,26.0,37.0,6.418687389135124,28.423530280701925,76.52855570716044,202.4077952589323,Coconut
Malappuram,Coconut,laterite,53.0,20.0,50.0,6.3679405768276585,28.138550682279902,72.632804514049,163.76739479150598,Coconut
Malappuram,Coconut,laterite,55.0,11.0,37.0,5.826493405790648,26.43054180044399,79.96482856680447,194.5287912387641,Coconut
Malappuram,Coconut,laterite,47.0,15.0,45.0,5.638807658584344,26.73888472741434,73.75802968938154,212.62241371173977,Coconut
Malappuram,Coconut,laterite,54.0,18.0,42.0,6.366704859801415,26.131419447146108,71.108694459726,177.87146495722646,Coconut
Malappuram,Coconut,laterite,31.0,29.0,43.0,5.569752625280664,26.673529557632698,72.53091172097933,164.18010170764893,Coconut
Malappuram,Coconut,laterite,29.0,14.0,33.0,6.222676842128547,28.01716039309475,73.15785259690513,208.68221567503744,Coconut
Malappuram,Coconut,laterite,31.0,15.0,26.0,5.699488042265061,24.854157941975878,71.92322370881708,239.48950207201963,Coconut
Malappuram,Coconut,laterite,39.0,13.0,45.0,6.289143730865318,27.32065123913013,81.16518622841528,217.61558888300183,Coconut
Malappuram,Coconut,laterite,37.0,22.0,26.0,5.761463652503878,27.56341645100966,71.23612304944538,224.5901697004096,Coconut
Malappuram,Coconut,laterite,52.0,25.0,38.0,6.130014602151563,26.60615085431252,88.66157406668538,226.21470353815204,Coconut
Malappuram,Coconut,laterite,51.0,19.0,38.0,5.69562013148363,29.638252463823743,73.60376084807989,247.09154208430056,Coconut
Malappuram,Coconut,laterite,27.0,30.0,47.0,5.523946764723683,27.816411186302425,73.25559692351956,200.7149232167085,Coconut
Malappuram,Coconut,laterite,28.0,13.0,52.0,6.212544795743578,26.74176664672042,75.87609109580565,247.526603455574,Coconut
Malappuram,Coconut,laterite,43.0,12.0,31.0,6.354484069964169,26.864705887256957,77.64186697900037,199.24674454857015,Coconut
Malappuram,Coconut,laterite,32.0,16.0,55.0,6.141710475862534,27.519514183659204,86.88153719790095,245.3158819586972,Coconut
Malappuram,Coconut,laterite,55.0,20.0,40.0,5.706130823046147,26.809790885682997,88.7443984926459,207.65705712980997,Coconut
Malappuram,Coconut,laterite,52.0,28.0,48.0,5.618146127719585,25.43640490004623,77.37789664857888,175.24673901693956,Coconut
Malappuram,Coconut,laterite,50.0,28.0,33.0,6.112358032880215,29.935941242528838,87.77310137397386,164.00095503564046,Coconut
Malappuram,Coconut,laterite,35.0,13.0,30.0,6.046299026875837,24.336502419111863,82.89933728928719,216.07001391710872,Coconut
Malappuram,Coconut,laterite,45.0,19.0,27.0,5.811570684679689,28.813611662994084,88.46057983944559,198.7386516519422,Coconut
Malappuram,Coconut,laterite,48.0,17.0,32.0,6.205650982793718,25.9491674770279,70.07852686226278,233.02906506757063,Coconut
Malappuram,Coconut,laterite,29.0,24.0,29.0,5.575640627034261,25.222970077154294,75.39278626229941,224.06299172561592,Coconut
Malappuram,Coconut,laterite,45.0,13.0,53.0,5.5205500050654255,24.85296721597788,82.37219573950729,181.61160888051884,Coconut
Malappuram,Coconut,laterite,29.0,13.0,32.0,5.684839635051393,28.992411212307864,84.5588487893936,228.1324829923322,Coconut
Malappuram,Coconut,laterite,51.0,21.0,34.0,6.089157834637038,27.789462649144944,70.13512057956066,177.47267743751206,Coconut
Malappuram,Coconut,laterite,45.0,27.0,28.0,6.307908368869385,28.38774957229997,87.94197845366583,180.4285489504979,Coconut
Malappuram,Coconut,laterite,53.0,15.0,31.0,6.229055570559254,28.323990881620286,72.0800083680601,248.83467750616572,Coconut
Malappuram,Coconut,laterite,43.0,21.0,44.0,6.41204474615985,28.42262514307018,72.98044090138673,242.1591407518971,Coconut
Malappuram,Coconut,laterite,53.0,24.0,48.0,6.226698733649659,25.51291359122436,82.50542385468756,228.1902216604645,Coconut
Malappuram,Coconut,laterite,48.0,14.0,50.0,6.33016292963232,27.922179479966253,86.55245352702092,152.65793856237306,Coconut
Malappuram,Coconut,laterite,39.0,11.0,51.0,6.241095054346765,27.82391252240165,83.59987428060245,205.88235997764505,Coconut
Malappuram,Coconut,laterite,26.0,12.0,52.0,5.903576760775937,28.253630471047536,71.71482320156474,225.6943052717055,Coconut
Malappuram,Coconut,laterite,31.0,29.0,35.0,5.6289255010320485,26.4106693566328,82.43924000240999,203.97565661017117,Coconut
Malappuram,Coconut,laterite,43.0,11.0,55.0,6.185554165072597,24.787659135193223,79.7606419736939,247.7551697943984,Coconut
Malappuram,Coconut,laterite,46.0,20.0,39.0,5.806232326166609,28.387296097890733,72.31394736847658,160.89629638344243,Coconut
Malappuram,Coconut,laterite,36.0,29.0,53.0,6.327052259320807,24.43522997096858,86.46382432512553,178.7364968670264,Coconut
Malappuram,Coconut,laterite,33.0,30.0,48.0,6.029505864322164,24.647866353640453,71.97169792745275,168.65701186724044,Coconut
Malappuram,Coconut,laterite,37.0,20.0,49.0,6.301754456921264,28.83642419895464,72.50846774622191,181.9281091307745,Coconut
Malappuram,Coconut,laterite,55.0,14.0,29.0,6.344414201382671,28.30953909430105,87.87776523000727,234.34017413527164,Coconut
Malappuram,Coconut,laterite,45.0,12.0,48.0,6.240435828232057,29.731277216543106,74.94818956752458,238.1097350230789,Coconut
Malappuram,Coconut,laterite,50.0,24.0,42.0,5.740120870092863,24.50810777531944,71.70781929059481,214.6973742288758,Coconut
Malappuram,Coconut,laterite,38.0,11.0,37.0,5.853089071613894,29.45486162495945,88.12744449190023,245.99544572252785,Coconut
Malappuram,Coconut,laterite,26.0,13.0,44.0,5.57903783908762,28.296189893546124,78.71954382443386,228.18284071876164,Coconut
Malappuram,Coconut,laterite,53.0,12.0,42.0,6.189136568272056,28.508298882053417,78.93225709003828,224.7480037917852,Coconut
Malappuram,Coconut,laterite,54.0,16.0,36.0,5.696740807550887,25.60567954211999,75.83051837941652,212.6321222496531,Coconut
Malappuram,Coconut,laterite,31.0,30.0,44.0,6.468746682355559,29.940386679504066,70.71475904326996,237.4993214704533,Coconut
Malappuram,Coconut,laterite,44.0,24.0,47.0,5.709041264238337,27.012507711486244,82.17295634252699,160.73572800536073,Coconut
Malappuram,Coconut,laterite,50.0,10.0,37.0,6.1255837393738055,27.90928684873745,70.27985714854893,173.25444071667962,Coconut
Malappuram,Coconut,laterite,40.0,10.0,34.0,6.439204663746498,24.233875147244635,74.75068718680386,237.3501610225285,Coconut
Malappuram,Coconut,laterite,40.0,13.0,39.0,5.652140353829376,28.2264738121477,80.99881243442495,174.2021864919077,Coconut
Malappuram,Coconut,laterite,47.0,10.0,26.0,5.837153998798795,29.468491197447264,78.96870711200042,150.9475060952346,Coconut
Malappuram,Coconut,laterite,41.0,14.0,31.0,5.739973184202454,28.345315415867667,80.73084553929802,244.8773532808812,Coconut
Malappuram,Coconut,laterite,44.0,29.0,32.0,5.966336597719813,26.99750522576559,76.16399403971054,188.1138198085549,Coconut
Malappuram,Coconut,laterite,53.0,23.0,40.0,6.053574442016109,25.23597412634169,84.68794156879038,160.21687314162955,Coconut
Malappuram,Coconut,laterite,25.0,24.0,50.0,5.872766704962028,24.64680162391553,85.62194534328572,214.04867389589123,Coconut
Malappuram,Coconut,laterite,34.0,14.0,46.0,5.648766579929046,29.70705010720677,78.63586609941595,168.27489048105164,Coconut
Malappuram,Coconut,laterite,46.0,20.0,46.0,6.441240639945001,27.127585227822987,78.69185689595344,232.92966348003412,Coconut
Malappuram,Coconut,laterite,34.0,27.0,35.0,6.362407965929327,26.50712089751814,80.50393112235881,215.812431288558,Coconut
Malappuram,Coconut,laterite,29.0,29.0,34.0,5.924840055581663,29.05147244307468,86.3544215665499,187.4828920989823,Coconut
Malappuram,Coconut,laterite,32.0,27.0,52.0,6.382333793733644,29.76249500010391,78.29939768993485,213.663935283878,Coconut
Malappuram,Coconut,laterite,55.0,14.0,42.0,5.959561691202041,28.31212333682208,73.99667623436773,175.79732163316416,Coconut
Malappuram,Coconut,laterite,50.0,24.0,34.0,6.386417834109821,29.81215970697486,73.58205166401213,168.83180092936047,Coconut
Malappuram,Coconut,laterite,54.0,28.0,52.0,5.593783392100924,28.1618883103226,79.21345082803809,171.56118577908808,Coconut
Malappuram,Coconut,laterite,39.0,15.0,53.0,5.895398325021732,26.624700800238216,71.1157148523044,229.51200193654523,Coconut
Malappuram,Coconut,laterite,38.0,13.0,55.0,5.656912884398111,26.77841565673734,75.12309538063673,183.87325417902548,Coconut
Malappuram,Coconut,laterite,47.0,11.0,48.0,6.293999600952176,26.79392523089482,82.6649320920647,201.63075829513645,Coconut
Malappuram,Coconut,laterite,43.0,23.0,28.0,6.209559291813044,24.620256612342715,72.16537572458049,202.4091907613968,Coconut
Malappuram,Coconut,laterite,41.0,17.0,34.0,6.485011291986956,24.129527543729356,88.29510803410463,226.37219820069123,Coconut
Malappuram,Coconut,laterite,41.0,16.0,50.0,5.592550135930778,27.95541430885458,87.85559928565661,244.6790955033642,Coconut
Malappuram,Coconut,laterite,25.0,21.0,25.0,6.464004798028364,24.21046297753463,74.97068061672529,214.60040302798197,Coconut
Malappuram,Coconut,laterite,34.0,24.0,52.0,6.434638646032597,26.12686532298596,77.24113747249905,204.88089023326268,Coconut
